run_id,timestamp,seed,dataset,method,oracle_only,proxy_model,downstream_model,prune_ratio,num_edges_before,num_edges_after,isolated_nodes,min_degree,mean_degree,largest_connected_component_ratio,val_acc,test_acc,test_f1,best_epoch,runtime,config_path,graph_path,checkpoint_path
homophily_CiteSeer_GCN_seed1,2026-05-29T22:41:49.660645,1,CiteSeer,Homophily Pruning,False,-,GCN,0.0013181019332161314,9104,9092,0,,,,0.69,0.686,0.6360069658834836,41,0.4036519527435303,configs/graca_lite_citeseer.yaml,,
homophily_CiteSeer_GAT_seed1,2026-05-29T22:41:49.660714,1,CiteSeer,Homophily Pruning,False,-,GAT,0.0013181019332161314,9104,9092,0,,,,0.726,0.71,0.6731283566758344,51,0.5888261795043945,configs/graca_lite_citeseer.yaml,,
homophily_CiteSeer_GraphSAGE_seed1,2026-05-29T22:41:49.660748,1,CiteSeer,Homophily Pruning,False,-,GraphSAGE,0.0013181019332161314,9104,9092,0,,,,0.672,0.664,0.6328720667023052,86,0.5627803802490234,configs/graca_lite_citeseer.yaml,,
original_CiteSeer_GCN_seed2,2026-05-29T22:41:54.944213,2,CiteSeer,Original,False,-,GCN,0.0,9104,9104,0,,,,0.668,0.669,0.6418317894800175,83,0.863506555557251,configs/graca_lite_citeseer.yaml,,
original_CiteSeer_GAT_seed2,2026-05-29T22:41:54.944300,2,CiteSeer,Original,False,-,GAT,0.0,9104,9104,0,,,,0.728,0.712,0.6781343155772181,33,0.5594491958618164,configs/graca_lite_citeseer.yaml,,
original_CiteSeer_GraphSAGE_seed2,2026-05-29T22:41:54.944332,2,CiteSeer,Original,False,-,GraphSAGE,0.0,9104,9104,0,,,,0.662,0.649,0.6150742369475991,103,0.623314380645752,configs/graca_lite_citeseer.yaml,,
dropedge_CiteSeer_GCN_seed2,2026-05-29T22:41:57.143121,2,CiteSeer,DropEdge,False,-,GCN,0.2,9104,9104,0,,,,0.664,0.654,0.6171243735445457,165,0.8113410472869873,configs/graca_lite_citeseer.yaml,,
dropedge_CiteSeer_GAT_seed2,2026-05-29T22:41:57.143194,2,CiteSeer,DropEdge,False,-,GAT,0.2,9104,9104,0,,,,0.74,0.722,0.678268922038252,119,0.8976743221282959,configs/graca_lite_citeseer.yaml,,
dropedge_CiteSeer_GraphSAGE_seed2,2026-05-29T22:41:57.143223,2,CiteSeer,DropEdge,False,-,GraphSAGE,0.2,9104,9104,0,,,,0.678,0.656,0.6124163097093033,54,0.4707367420196533,configs/graca_lite_citeseer.yaml,,
random_CiteSeer_GCN_seed2,2026-05-29T22:41:58.701296,2,CiteSeer,Random Pruning,False,-,GCN,0.19991212653778556,9104,7284,0,,,,0.644,0.642,0.618024101555319,72,0.5040528774261475,configs/graca_lite_citeseer.yaml,,
random_CiteSeer_GAT_seed2,2026-05-29T22:41:58.701371,2,CiteSeer,Random Pruning,False,-,GAT,0.19991212653778556,9104,7284,0,,,,0.722,0.699,0.65874225440113,22,0.48673343658447266,configs/graca_lite_citeseer.yaml,,
random_CiteSeer_GraphSAGE_seed2,2026-05-29T22:41:58.701405,2,CiteSeer,Random Pruning,False,-,GraphSAGE,0.19991212653778556,9104,7284,0,,,,0.64,0.635,0.6047243093206778,86,0.5487203598022461,configs/graca_lite_citeseer.yaml,,
