dataset,noise_type,noise_ratio,seed,method,method_type,downstream_model,test_acc,test_f1,val_acc,bad_edge_precision,bad_edge_recall,bad_edge_f1,actual_prune_ratio,edge_homophily_before,edge_homophily_after,num_edges_before,num_edges_after,runtime,hp_score_ratio,hp_lambda_pos,hp_lambda_neg,hp_consistency_weight,hp_checkpoint_fractions,hp_total_epochs,diag_method,diag_lambda_pos,diag_lambda_neg,diag_consistency_weight,diag_num_checkpoints,diag_feature_risk_mean,diag_mean_grad_mean,diag_consistency_mean,diag_stability_mean,diag_confidence_mean,diag_hybrid_score_mean,diag_hybrid_score_std,diag_edge_score_auc,diag_mode,diag_degree_norm,diag_dynamic_grad_mean,diag_pos_grad_mean,diag_neg_grad_mean,hp_num_views,hp_edge_dropout_rates,hp_use_gradient_confidence,hp_gradient_abstention_threshold,hp_checkpoint_control,diag_num_views,diag_use_gradient_confidence,diag_gradient_abstention_threshold,diag_skip_residualization,diag_feature_sim_mean,diag_raw_edge_score_mean,diag_raw_edge_score_std,diag_node_instability_mean,diag_node_entropy_mean,diag_node_jsd_mean,diag_node_confidence_mean,diag_projection_ratio,diag_residual_mean,diag_residual_std,diag_abstention_fraction,diag_edge_score_mean,diag_edge_score_std,diag_gradient_confidence_mean,diag_gradient_confidence_std,diag_projection_beta,diag_alpha,diag_residual_feature_sim_corr,diag_residual_auc,diag_raw_stability_auc,diag_feature_risk_auc
Actor,low_feature_similarity,0.3,5,Random-Matched,random_matched,GCN,0.25921052631578945,0.1914429244139705,0.2722039473684211,0.2297180667433832,0.19935089252278118,0.21345986767359484,0.2002506012990941,0.21558912098407745,0.21687766909599304,69433,55529,3.1783552169799805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,6,Feature-only,feature_only,GCN,0.2848684210526316,0.19511980542769225,0.2837171052631579,0.0,0.0,0.0,0.2002506012990941,0.21285267174243927,0.2133840024471283,69433,55529,3.143040895462036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,6,GCN-Jaccard,jaccard,GCN,0.2881578947368421,0.20225067470749575,0.28988486842105265,0.0,0.0,0.0,0.2002506012990941,0.21285267174243927,0.2133840024471283,69433,55529,1.9956512451171875,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,6,DegreeAwareRandom,degree_aware_random,GCN,0.2875,0.2109385206269529,0.2911184210526316,0.2075984990619137,0.2762451629010111,0.23705211290236194,0.30705860325781686,0.21285267174243927,0.21156445145606995,69433,48113,1.5514802932739258,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,6,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.29210526315789476,0.20174330752837627,0.29605263157894735,0.689873417721519,0.5986768193733616,0.6410479181982223,0.2002506012990941,0.21285267174243927,0.21875056624412537,69433,55529,7.785319805145264,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.8762843012809753,3.076525842971023e-07,0.813654899597168,0.4149441421031952,0.5,0.2960457503795624,0.39464661478996277,0.8250000144317674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,6,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.275,0.21637696153818747,0.2972861842105263,0.8516973532796318,0.7391087255024341,0.7914188331217002,0.2002506012990941,0.21285267174243927,0.21846242249011993,69433,55529,4.934266805648804,0.3,0.1,0.5,,,,,0.1,0.5,,,0.8762843012809753,,,,,0.29999998211860657,0.2844342589378357,0.9646563421888302,feature_pos_neg,False,9.538126732877572e-08,8.001553624126245e-07,7.047740950838488e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,6,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.29407894736842105,0.20799646549220493,0.2935855263157895,0.7810701956271576,0.6778180002496568,0.7257902826973202,0.2002506012990941,0.21285267174243927,0.2201552391052246,69433,55529,9.965323209762573,0.3,,,,,200.0,stability_residual,,,,,0.8762843012809753,,,,,,,0.9510785451079825,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.12371571362018585,0.6096932291984558,0.16733475029468536,0.5000000596046448,1.6075427532196045,0.0005843881517648697,0.21318037807941437,0.03730602189898491,0.5,0.28868135809898376,0.10001008212566376,0.7257164120674133,0.3239743709564209,1.0,0.0,-0.19314904510974884,0.5,0.09020593762397766,0.5395482416485331,0.448098791797907,0.762296156222501
Actor,low_feature_similarity,0.3,6,Random-Matched,random_matched,GCN,0.2611842105263158,0.22129717243063993,0.29276315789473684,0.22684119677790565,0.19685432530270877,0.21078660696384416,0.2002506012990941,0.21285267174243927,0.213636115193367,69433,55529,3.168757915496826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,7,Feature-only,feature_only,GCN,0.2855263157894737,0.21634646814270092,0.27713815789473684,0.0,0.0,0.0,0.2002506012990941,0.21291027963161469,0.21345603466033936,69433,55529,3.1622612476348877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,7,GCN-Jaccard,jaccard,GCN,0.2835526315789474,0.21268729105175285,0.28125,0.0,0.0,0.0,0.2002506012990941,0.21291027963161469,0.21345603466033936,69433,55529,1.882634162902832,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,7,DegreeAwareRandom,degree_aware_random,GCN,0.25526315789473686,0.1848185564500417,0.2845394736842105,0.20255644709833925,0.27100237173885905,0.23183298627796467,0.3087292785851108,0.21291027963161469,0.20899222791194916,69433,47997,1.6475286483764648,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,7,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.2598684210526316,0.18512861732064828,0.28741776315789475,0.7002301495972382,0.6076644613656222,0.6506716567533248,0.2002506012990941,0.21291027963161469,0.2161933332681656,69433,55529,7.866020917892456,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.8762843012809753,5.030420311413764e-07,0.8306604623794556,0.4341047406196594,0.5,0.2993362843990326,0.3946920931339264,0.832210291366493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,7,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.2822368421052632,0.21455057993873378,0.28988486842105265,0.8486766398158804,0.7364873299213581,0.788611909376462,0.2002506012990941,0.21291027963161469,0.21885861456394196,69433,55529,4.932488679885864,0.3,0.1,0.5,,,,,0.1,0.5,,,0.8762843012809753,,,,,0.29999998211860657,0.28300148248672485,0.9652338232268258,feature_pos_neg,False,2.8796179663004295e-07,1.797368213374284e-06,1.509406274635694e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,7,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.28092105263157896,0.20976940521590026,0.2902960526315789,0.7584867663981588,0.6582199475720883,0.7048051861257769,0.2002506012990941,0.21291027963161469,0.21943488717079163,69433,55529,10.132584810256958,0.3,,,,,200.0,stability_residual,,,,,0.8762843012809753,,,,,,,0.9454823474231889,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.12371571362018585,0.6927101612091064,0.2032412737607956,0.5000000596046448,1.601500153541565,0.0015830302145332098,0.23261421918869019,0.0717463344335556,0.5,0.28868138790130615,0.10001008212566376,0.724920392036438,0.3243575692176819,1.0,0.0,-0.26785698533058167,0.5,0.042429082095623016,0.49853507511124945,0.3712803074798944,0.762296156222501
Actor,low_feature_similarity,0.3,7,Random-Matched,random_matched,GCN,0.2756578947368421,0.23184777422353425,0.28536184210526316,0.23201956271576524,0.2013481462988391,0.21559847624139544,0.2002506012990941,0.21291027963161469,0.21212339401245117,69433,55529,3.153049945831299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,8,Feature-only,feature_only,GCN,0.2789473684210526,0.22399260735352478,0.3001644736842105,0.0,0.0,0.0,0.2002506012990941,0.2173462212085724,0.21900267899036407,69433,55529,3.1115360260009766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,8,GCN-Jaccard,jaccard,GCN,0.2776315789473684,0.22459265355285077,0.30057565789473684,0.0,0.0,0.0,0.2002506012990941,0.2173462212085724,0.21900267899036407,69433,55529,1.9873557090759277,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,8,DegreeAwareRandom,degree_aware_random,GCN,0.2835526315789474,0.2148177941804399,0.29975328947368424,0.20945250350959288,0.2793658719261016,0.23940949935815148,0.30777872193337463,0.2173462212085724,0.21844245493412018,69433,48063,1.6380505561828613,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,8,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.27631578947368424,0.2098152957464991,0.29605263157894735,0.7081415420023015,0.6145300212208213,0.6580231237051393,0.2002506012990941,0.2173462212085724,0.21947090327739716,69433,55529,7.728741884231567,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.8762843012809753,4.619578248821199e-07,0.8113325238227844,0.4139241576194763,0.5,0.2969212532043457,0.39504602551460266,0.8355740851087388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,8,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.28421052631578947,0.22072694008170876,0.30098684210526316,0.8574510932105869,0.7441018599425789,0.7967653545412017,0.2002506012990941,0.2173462212085724,0.2190386950969696,69433,55529,4.906360387802124,0.3,0.1,0.5,,,,,0.1,0.5,,,0.8762843012809753,,,,,0.29999998211860657,0.2818451225757599,0.9654928354735207,feature_pos_neg,False,1.3879241578251822e-07,8.536040922990651e-07,7.14811619673128e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,8,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.29605263157894735,0.23289805509279118,0.3050986842105263,0.7934407364787112,0.688553239295968,0.7372853037492482,0.2002506012990941,0.2173462212085724,0.21983107924461365,69433,55529,10.116029977798462,0.3,,,,,200.0,stability_residual,,,,,0.8762843012809753,,,,,,,0.9558474601308169,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.12371571362018585,0.528536856174469,0.1596537083387375,0.5000000596046448,1.6067532300949097,0.0002032342308666557,0.2162407487630844,0.015290205366909504,0.5,0.28868135809898376,0.10001008212566376,0.7255465388298035,0.3259066045284271,1.0,0.0,-0.12365445494651794,0.5,0.09221561998128891,0.5459011874624162,0.4871040308940693,0.762296156222501
Actor,low_feature_similarity,0.3,8,Random-Matched,random_matched,GCN,0.28092105263157896,0.2088668172543639,0.3001644736842105,0.23259493670886075,0.20184745974285356,0.21613312838334556,0.2002506012990941,0.2173462212085724,0.21803021430969238,69433,55529,3.0737311840057373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,9,Feature-only,feature_only,GCN,0.2822368421052632,0.21268480500633152,0.2816611842105263,0.0,0.0,0.0,0.2002506012990941,0.21558912098407745,0.21680563688278198,69433,55529,3.1947805881500244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,9,GCN-Jaccard,jaccard,GCN,0.2710526315789474,0.15355950559263193,0.2816611842105263,0.0,0.0,0.0,0.2002506012990941,0.21558912098407745,0.21680563688278198,69433,55529,1.9574882984161377,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,9,DegreeAwareRandom,degree_aware_random,GCN,0.2894736842105263,0.18934767062532137,0.2956414473684211,0.19938103723154835,0.26538509549369615,0.22769626218271397,0.3071450174988838,0.21558912098407745,0.21574823558330536,69433,48107,1.6349914073944092,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,9,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.2625,0.19817695328874768,0.29399671052631576,0.6976409666283084,0.6054175508675571,0.6482657221145492,0.2002506012990941,0.21558912098407745,0.21777810156345367,69433,55529,7.796275615692139,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.8762843012809753,3.388852576335921e-07,0.8206616640090942,0.4253692030906677,0.5,0.2977500259876251,0.393397718667984,0.8316881324930949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,9,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.2756578947368421,0.1556839104945423,0.2948190789473684,0.8522727272727273,0.7396080389464487,0.7919534852636504,0.2002506012990941,0.21558912098407745,0.21907471120357513,69433,55529,4.996904373168945,0.3,0.1,0.5,,,,,0.1,0.5,,,0.8762843012809753,,,,,0.29999998211860657,0.283234179019928,0.9654190710293054,feature_pos_neg,False,3.119938298823399e-07,2.0136610601184657e-06,1.7016670881275786e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,low_feature_similarity,0.3,9,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.2756578947368421,0.2017275111825719,0.2902960526315789,0.7586306098964327,0.658344775933092,0.7049388491612646,0.2002506012990941,0.21558912098407745,0.2200111597776413,69433,55529,10.04302978515625,0.3,,,,,200.0,stability_residual,,,,,0.8762843012809753,,,,,,,0.9449331947176292,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.12371571362018585,0.691950798034668,0.20061592757701874,0.5000000596046448,1.5967298746109009,0.0019523377995938063,0.24211183190345764,0.07485365867614746,0.5,0.28868138790130615,0.10001008212566376,0.7248358130455017,0.32357633113861084,1.0,0.0,-0.273595929145813,0.5,0.05077771097421646,0.5002916444009424,0.37030999490153116,0.762296156222501
Actor,low_feature_similarity,0.3,9,Random-Matched,random_matched,GCN,0.2802631578947368,0.19664470577467172,0.2935855263157895,0.2302934407364787,0.19985020596679565,0.21399451981554501,0.2002506012990941,0.21558912098407745,0.216085284948349,69433,55529,3.085568904876709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,0,Feature-only,feature_only,GCN,0.29210526315789476,0.1963039417857661,0.296875,0.0,0.0,0.0,0.2002506012990941,0.21705816686153412,0.21864251792430878,69433,55529,3.1302335262298584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,0,GCN-Jaccard,jaccard,GCN,0.29473684210526313,0.20096534963903379,0.3013980263157895,0.0,0.0,0.0,0.2002506012990941,0.21705816686153412,0.21864251792430878,69433,55529,1.945181131362915,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,0,DegreeAwareRandom,degree_aware_random,GCN,0.26842105263157895,0.2262308786176504,0.2865953947368421,0.23390518354547132,0.3165647235051804,0.2690288017822097,0.31230106721587714,0.21705816686153412,0.2186642736196518,69433,47749,1.632244348526001,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.2789473684210526,0.17367363487304308,0.2972861842105263,0.31458573072497126,0.27299962551491697,0.292321058611241,0.2002506012990941,0.21705816686153412,0.219650998711586,69433,55529,7.7200706005096436,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.8382583260536194,9.421450499758066e-07,0.8357049226760864,0.4497199058532715,0.5,0.2980162799358368,0.4094797968864441,0.5213537350270618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,0,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.26907894736842103,0.1739998270594339,0.28495065789473684,0.48058112773302647,0.41705155411309447,0.4465682015638575,0.2002506012990941,0.21705816686153412,0.21950691938400269,69433,55529,4.963662624359131,0.3,0.1,0.5,,,,,0.1,0.5,,,0.8382583260536194,,,,,0.30000001192092896,0.3017462491989136,0.562357655884689,feature_pos_neg,False,8.145264018821763e-08,5.143068619872793e-07,4.3285425022077106e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,0,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.2756578947368421,0.17815494618834501,0.2948190789473684,0.436277330264672,0.3786044189239795,0.4053999866336964,0.2002506012990941,0.21705816686153412,0.21752597391605377,69433,55529,10.217142581939697,0.3,,,,,200.0,stability_residual,,,,,0.8382583260536194,,,,,,,0.58903229240824,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.16174164414405823,0.4698275625705719,0.14042362570762634,0.5,1.6051331758499146,0.0009174378355965018,0.22180791199207306,0.042806945741176605,0.5,0.28868135809898376,0.10001008212566376,0.7257617115974426,0.3234642744064331,1.0,0.0,-0.20689988136291504,0.5,0.058213796466588974,0.5259758304799119,0.5044819822725966,0.49294496097148777
Actor,degree_aligned_random,0.3,0,Random-Matched,random_matched,GCN,0.2789473684210526,0.16958105966472012,0.29605263157894735,0.23000575373993096,0.19960054924478843,0.21372719374456994,0.2002506012990941,0.21705816686153412,0.21648147702217102,69433,55529,3.04997181892395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,1,Feature-only,feature_only,GCN,0.29605263157894735,0.17931643256864982,0.30633223684210525,0.0,0.0,0.0,0.2002506012990941,0.21584837138652802,0.21712978184223175,69433,55529,3.150512933731079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,1,GCN-Jaccard,jaccard,GCN,0.29736842105263156,0.18022723980730512,0.3059210526315789,0.0,0.0,0.0,0.2002506012990941,0.21584837138652802,0.21712978184223175,69433,55529,1.9522769451141357,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,1,DegreeAwareRandom,degree_aware_random,GCN,0.26842105263157895,0.19935650352600648,0.3125,0.23343178881299612,0.31569092497815504,0.26840010612894666,0.31207062923969875,0.21584837138652802,0.2164136916399002,69433,47765,1.544832468032837,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,1,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.2888157894736842,0.22746096494596504,0.3034539473684211,0.31242807825086305,0.2711272000998627,0.290316113078928,0.2002506012990941,0.21584837138652802,0.219650998711586,69433,55529,7.833663463592529,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.8381195068359375,1.0574721045486513e-06,0.8173130750656128,0.4333095848560333,0.5,0.29943087697029114,0.4071001410484314,0.5163734688154782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,1,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.2769736842105263,0.21038281825146238,0.30756578947368424,0.46964902186421176,0.4075645986768194,0.4364098108668048,0.2002506012990941,0.21584837138652802,0.22083956003189087,69433,55529,4.8989622592926025,0.3,0.1,0.5,,,,,0.1,0.5,,,0.8381195068359375,,,,,0.29999998211860657,0.30145516991615295,0.5519215786125797,feature_pos_neg,False,2.0375169640374224e-07,7.377751671810984e-07,5.340234565665014e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,1,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.2875,0.2103292280517602,0.3071546052631579,0.43757192174913695,0.3797278741730121,0.40660295395308427,0.2002506012990941,0.21584837138652802,0.21954293549060822,69433,55529,10.093864679336548,0.3,,,,,200.0,stability_residual,,,,,0.8381195068359375,,,,,,,0.5910116461184514,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.16188044846057892,0.5588165521621704,0.15494178235530853,0.5,1.6066840887069702,8.482395060127601e-05,0.2205522507429123,0.08331560343503952,0.4999999403953552,0.28868135809898376,0.10001008212566376,0.7258185148239136,0.3219967484474182,1.0,0.0,-0.28864648938179016,0.5,0.08232687413692474,0.5397672142127523,0.5091063505827434,0.4925020237369457
Actor,degree_aligned_random,0.3,1,Random-Matched,random_matched,GCN,0.29539473684210527,0.17635079206507778,0.30838815789473684,0.22827963176064442,0.19810260891274498,0.21212323731871952,0.2002506012990941,0.21584837138652802,0.2174539417028427,69433,55529,3.1480636596679688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,2,Feature-only,feature_only,GCN,0.29210526315789476,0.2332726790785377,0.2993421052631579,0.0,0.0,0.0,0.2002506012990941,0.2174326330423355,0.21911072731018066,69433,55529,3.080320119857788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,2,GCN-Jaccard,jaccard,GCN,0.2986842105263158,0.2402040871171906,0.2972861842105263,0.0,0.0,0.0,0.2002506012990941,0.2174326330423355,0.21911072731018066,69433,55529,2.021233558654785,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,2,DegreeAwareRandom,degree_aware_random,GCN,0.2723684210526316,0.2027425842288924,0.29605263157894735,0.24061952613625887,0.32580202221944826,0.27680559974546615,0.3124450909509887,0.2174326330423355,0.2160288244485855,69433,47739,1.6232807636260986,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,2,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.29210526315789476,0.22837131064551858,0.2989309210526316,0.3286823935558113,0.28523280489327174,0.3054200360890196,0.2002506012990941,0.2174326330423355,0.21857047080993652,69433,55529,7.741196870803833,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.840247392654419,8.74015029239672e-07,0.8256088495254517,0.43375128507614136,0.5,0.29451555013656616,0.4095115661621094,0.5320730512180901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,2,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.27631578947368424,0.20716716159898851,0.3034539473684211,0.4979861910241657,0.4321557857945325,0.4627414288578493,0.2002506012990941,0.2174326330423355,0.22058744728565216,69433,55529,5.001815319061279,0.3,0.1,0.5,,,,,0.1,0.5,,,0.840247392654419,,,,,0.29999998211860657,0.2992728352546692,0.5718149391397411,feature_pos_neg,False,3.042347884729679e-07,9.775047828952665e-07,6.732698807354609e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,2,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.2881578947368421,0.22914622909033805,0.3046875,0.463463751438435,0.4021969791536637,0.43066230034084074,0.2002506012990941,0.2174326330423355,0.22116371989250183,69433,55529,10.03315258026123,0.3,,,,,200.0,stability_residual,,,,,0.840247392654419,,,,,,,0.6107672165709148,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.15975253283977509,0.6522699594497681,0.17749683558940887,0.5,1.6052826642990112,0.0004786345816683024,0.22219638526439667,0.055519428104162216,0.5,0.28868135809898376,0.10001008212566376,0.7255952954292297,0.3225199580192566,1.0,0.0,-0.23562730848789215,0.5,0.07219463586807251,0.5505627885639198,0.521756338100959,0.5051316899243694
Actor,degree_aligned_random,0.3,2,Random-Matched,random_matched,GCN,0.30328947368421055,0.2428500395830107,0.3046875,0.22554660529344073,0.1957308700536762,0.20958363964445634,0.2002506012990941,0.2174326330423355,0.2186785340309143,69433,55529,3.065944194793701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,3,Feature-only,feature_only,GCN,0.29605263157894735,0.24066899297346547,0.30633223684210525,0.0,0.0,0.0,0.2002506012990941,0.21797992289066315,0.21979506313800812,69433,55529,3.155369997024536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,3,GCN-Jaccard,jaccard,GCN,0.3,0.24429253580339783,0.3050986842105263,0.0,0.0,0.0,0.2002506012990941,0.21797992289066315,0.21979506313800812,69433,55529,1.9781568050384521,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,3,DegreeAwareRandom,degree_aware_random,GCN,0.29342105263157897,0.2495428667153811,0.3042763157894737,0.23566761755774362,0.3196854325302709,0.27132111452484375,0.3130211858914349,0.21797992289066315,0.21830646693706512,69433,47699,1.64650559425354,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actor,degree_aligned_random,0.3,3,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.29078947368421054,0.23147092852520426,0.30304276315789475,0.31070195627157654,0.26962925976781926,0.2887121566530776,0.2002506012990941,0.21797992289066315,0.22047938406467438,69433,55529,7.7869486808776855,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.8387483358383179,7.437296858370246e-07,0.8284425139427185,0.43947920203208923,0.5,0.30060237646102905,0.40734294056892395,0.518967550377812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
